case_id	test_name	observed_verdict	observed_first_finding	observed_position	observed_by	commit
M5.unreproduced	src/eval/journal/stopping.ail:test_m5_unreproduced	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.api_model.live_vectors	src/eval/journal/configuration.ail:test_api_model_copy_live_vectors	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.api_model.not_idempotent	src/eval/journal/configuration.ail:test_api_model_copy_is_not_idempotent	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.api_model.copy_bytes	src/eval/journal/testdata/gen_fixtures.py:--check (check_api_model_copy)	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.context.encoding	src/eval/journal/configuration.ail:test_context_encoding	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.context.contents	src/eval/journal/configuration.ail:test_profile_config_contents	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.settings	src/eval/journal/configuration.ail:test_t0_settings_served_values	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.at_a.window	src/eval/journal/configuration_at_a_test.ail:test_window_resolves_from_the_profile_at_a	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.at_a.disabled	src/eval/journal/configuration_at_a_test.ail:test_disabled_is_declared_at_a	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.at_a.missed	src/eval/journal/configuration_at_a_test.ail:test_missed_reaches_the_catalogue_at_a	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M5.at_a.profile_dir	src/eval/journal/configuration_at_a_test.ail:test_the_served_profile_dir_selects_the_file_at_a	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.HybridPredicate	-	inapplicable	(no test)	-	reason	562acadc3fa7a1b6db114526060ba292a6afc1ef
M3.StopBeforeEnd.cut_turn	src/eval/journal/stopping.ail:test_m3_stop_then_cut_turn	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.provider.empty_script	src/eval/journal/seams.ail:test_m8_provider_empty_script	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.provider.one_append	src/eval/journal/seams.ail:test_m8_provider_one_append	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.provider.fault_one_append	src/eval/journal/seams.ail:test_m8_provider_fault_one_append	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.tool.empty_queue	src/eval/journal/seams_live_test.ail:m8_tool_empty_queue_no_live_effect	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.tool.one_append	src/eval/journal/seams.ail:test_m8_tool_one_append	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.tool.correlation_mismatch	src/eval/journal/seams.ail:test_m8_tool_correlation_mismatch	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.guard.exactly_one_append	src/eval/journal/seams.ail:test_m8_exactly_one_append_guard	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.world.generator	src/eval/journal/world.ail:test_world_equals_generator	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.world.m2_literal	src/eval/journal/world.ail:test_world_m2_literal	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.world.stop_and_config	src/eval/journal/world.ail:test_world_stop_and_config_files	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.C2.uses_w	src/eval/journal/seams_live_test.ail:c2_ported_world_run_uses_w	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.C2.uses_p	src/eval/journal/seams_live_test.ail:c2_ported_world_run_uses_p	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.C2.rebuilds_script_and_queue	src/eval/journal/seams_live_test.ail:c2_recorded_log_rebuilds_script_and_queue	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M8.C2.join5	-	inapplicable	(no test)	-	reason	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.EndSuspended3	src/eval/journal/admission_live_test.ail:p16_three_continuations_end_suspended	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.EndSuspended3.raw	src/eval/journal/admission_live_test.ail:p16_continuations_raw_shape	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.EndFinalize	src/eval/journal/admission_live_test.ail:p16_stop_call_end_finalize	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.EndFinalize.raw	src/eval/journal/admission_live_test.ail:p16_stop_call_raw_shape	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.program_shape	src/eval/journal/admission.ail:test_m9_program_shape	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.manifest_of	src/eval/journal/admission.ail:test_m9_manifest_of	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P16.decoders	src/eval/journal/admission.ail:test_m9_decoders	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.clean	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.end_truncated	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.begin_truncated	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.end_label_mismatch	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.end_ordinal_not_int	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.begin_keyword	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.end_final_mismatch	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.pending	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.empty	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.ordinal_repeat	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.ordinal_gap	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.last_dropped	src/eval/journal/admission.ail:test_m9_a5_frames	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.live.clean	src/eval/journal/admission_live_test.ail:m9_a5_live_frame	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.live.pending	src/eval/journal/admission_live_test.ail:m9_a5_live_frame	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.live.last_request_dropped	src/eval/journal/admission_live_test.ail:m9_a5_live_frame	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A5.live.end_malformed	src/eval/journal/admission_live_test.ail:m9_a5_live_frame	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.clean_suspended	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.clean_finalize	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.stop_as_budget	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.budget_as_stop	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.not_suspended	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.no_run_suspended	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.finalize_other_reason	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.call_count	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.failed_with_marker	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.marker_on_right_end	src/eval/journal/admission.ail:test_m9_a6_ends	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.marker_scan	src/eval/journal/admission.ail:test_m9_exhausted_marker_scan	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.live.budget_vs_stop	src/eval/journal/admission_live_test.ail:m9_wrong_end_budget_vs_stop	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.live.stop_vs_budget	src/eval/journal/admission_live_test.ail:m9_wrong_end_budget_vs_stop	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.live.exhausted_marker	src/eval/journal/admission_live_test.ail:m9_wrong_end_exhausted_marker	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A6.live.exhausted_marker.second	src/eval/journal/admission_live_test.ail:m9_wrong_end_exhausted_marker	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.clean	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.provider_undecodable	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.duplicate_ordinal	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.blank_generator_id	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.manifest_version_drifted	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.negative_epoch	src/eval/journal/admission.ail:test_m9_a9_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.live.clean	src/eval/journal/admission_live_test.ail:m9_a9_known_failing_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9.live.provider_undecodable	src/eval/journal/admission_live_test.ail:m9_a9_known_failing_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.clean	src/eval/journal/admission.ail:test_m9_a9b_clean	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.source_revision.not_commit	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.source_revision.tracked_changes	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.source_revision.tree	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.source_revision.main_packages	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.scan_root_commit	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.toolchain.binary	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.toolchain.version_synthetic	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.abi_version	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.classifier_2_set	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.unrouted_fields	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.scan_roots	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.scan_roots.leaf_outside	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.packages	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.packages.lock_digest	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.normalized_configuration	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.versions.rules	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.versions.profile_id	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.generator_version	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.generator_version.dev_real	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.extension_packages	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.packages.dot_unpinned	src/eval/journal/admission.ail:test_m9_a9b_each_identity_false	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.toolchain	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.source_revision	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.abi_version	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.normalized_configuration	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.classifier_2_set	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.blank.scan_root_commit	src/eval/journal/admission.ail:test_m9_blank_to_validate_manifest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.real_before_p1g	src/eval/journal/admission.ail:test_m9_a9b_real_entry_refused_before_p1g	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.synthetic_before_p1g	src/eval/journal/admission.ail:test_m9_a9b_real_entry_refused_before_p1g	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.real_dev_generator_pinned	src/eval/journal/admission.ail:test_m9_a9b_real_entry_refused_before_p1g	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.live.real_before_p1g	src/eval/journal/admission_live_test.ail:m9_preflight_refuses_real_entry_without_running	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.configuration.generator	src/eval/journal/admission.ail:test_m9_normalized_configuration_equals_generator	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.clean	src/eval/journal/source_checks.ail:test_m10_source_chain_equals_generator	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.seed_digest_tamper.recorded	src/eval/journal/source_checks.ail:test_m10_a1_seed_digest_tamper	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.seed_digest_tamper.folded	src/eval/journal/source_checks.ail:test_m10_a1_seed_digest_tamper	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.segment_tamper	src/eval/journal/source_checks.ail:test_m10_a1_seed_digest_tamper	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.replaces_previous	src/eval/journal/source_checks.ail:test_m10_a1_seed_digest_tamper	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A1.live.seed_digest_tamper	src/eval/journal/source_checks_live_test.ail:m10_a1_seed_digest_tamper	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.clean	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.one_byte_append.history	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.one_byte_append.record	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.count.short	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.count.long	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.seeded_twice	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.seed_digest	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.seed_message	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.replaces_previous	src/eval/journal/source_checks.ail:test_m10_a2_transcript	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.live.one_byte_append.history	src/eval/journal/source_checks_live_test.ail:m10_a2_one_byte_append_change	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A2.live.one_byte_append.record	src/eval/journal/source_checks_live_test.ail:m10_a2_one_byte_append_change	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.clean	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.payload	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.system	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.model_conversion	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.model_projection	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.msg_count	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.count.short	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.count.long	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.exhausted_record	src/eval/journal/source_checks.ail:test_m10_a3_requests	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.expectations	src/eval/journal/source_checks.ail:test_m10_expectations_from_world	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.live.payload	src/eval/journal/source_checks_live_test.ail:m10_a3_payload_digest	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.live.model_conversion.clean	src/eval/journal/source_checks_live_test.ail:m10_a3_model_conversion	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.live.model_conversion	src/eval/journal/source_checks_live_test.ail:m10_a3_model_conversion	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.live.msg_count	src/eval/journal/source_checks_live_test.ail:m10_a3_msg_count_and_count	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A3.live.count	src/eval/journal/source_checks_live_test.ail:m10_a3_msg_count_and_count	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.clean	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.json_equal_reorder	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.json_inequal	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.json_inequal.later_call	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.program_digest	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.identity	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.count.short	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.count.long	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.unobserved	src/eval/journal/source_checks.ail:test_m10_a4_invocations	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.live.json_inequal	src/eval/journal/source_checks_live_test.ail:m10_a4_json_inequal	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.live.json_equal	src/eval/journal/source_checks_live_test.ail:m10_a4_json_inequal	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.live.program_digest_first	src/eval/journal/source_checks_live_test.ail:m10_a4_json_inequal	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.live.count.short	src/eval/journal/source_checks_live_test.ail:m10_a4_count	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.A4.live.count.long	src/eval/journal/source_checks_live_test.ail:m10_a4_count	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.faithful	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.check_order	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.stable_within_check	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.interaction	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.scan	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.preflight	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
